time_diff,time_sec
-346.0,73399.0
-278.0,80574.0
-481.0,73081.0
-42.0,72983.0
257.0,69860.0
354.0,65447.0
-449.0,66033.0
-433.0,73399.0
-218.0,53521.0
-196.0,66781.0
421.0,71051.0
-447.0,71051.0
-149.0,73399.0
283.0,65624.0
533.0,59957.0
-488.0,35799.0
206.0,69936.0
-375.0,56455.0
50.0,43369.0
176.0,44661.0
59.0,70437.0
80.0,62010.0
-106.0,48668.0
-179.0,73975.0
-188.0,47114.0
52.0,78340.0
-81.0,54011.0
-92.0,69918.0
-157.0,55054.0
569.0,86236.0
89.0,66852.0
533.0,69286.0
-222.0,77237.0
42.0,63448.0
-160.0,55588.0
144.0,56175.0
408.0,49416.0
-26.0,82188.0
-28.0,53570.0
186.0,63862.0
457.0,44163.0
446.0,58698.0
-503.0,72563.0
-261.0,80574.0
-556.0,72159.0
346.0,81753.0
475.0,62175.0
-542.0,77330.0
569.0,78943.0
-259.0,76148.0
-168.0,66781.0
70.0,61009.0
131.0,50655.0
-71.0,79342.0
-170.0,72823.0
-173.0,81433.0
156.0,43369.0
-402.0,66182.0
47.0,73899.0
381.0,49416.0
-8.0,79520.0
354.0,72491.0
-15.0,75660.0
-148.0,55863.0
261.0,85317.0
-80.0,80726.0
-215.0,75460.0
-332.0,67686.0
32.0,63450.0
-424.0,77330.0
-384.0,75439.0
124.0,41920.0
-350.0,86383.0
-141.0,54129.0
-238.0,76596.0
-5.0,56234.0
-381.0,42822.0
117.0,47043.0
-224.0,73399.0
-523.0,33281.0
387.0,65447.0
-159.0,77840.0
-222.0,70298.0
-254.0,47180.0
199.0,24867.0
-432.0,71051.0
-236.0,67670.0
-373.0,39619.0
311.0,61143.0
-162.0,75320.0
434.0,78658.0
535.0,48719.0
-470.0,77258.0
166.0,56861.0
-176.0,54845.0
162.0,44675.0
128.0,59316.0
243.0,55340.0
-108.0,12319.0
-348.0,42822.0
4.0,75774.0
-81.0,48668.0
212.0,78285.0
64.0,66991.0
-266.0,55188.0
-252.0,68147.0
-277.0,68695.0
-98.0,80137.0
-502.0,60927.0
-404.0,57443.0
329.0,43159.0
-127.0,71249.0
335.0,86236.0
62.0,80018.0
-79.0,69028.0
-180.0,77840.0
516.0,69754.0
-380.0,63249.0
-97.0,51862.0
-571.0,73524.0
218.0,45051.0
-112.0,42591.0
267.0,55781.0
117.0,69003.0
-205.0,68731.0
-509.0,73646.0
-121.0,51548.0
-191.0,61912.0
213.0,83244.0
110.0,73304.0
-44.0,77660.0
-145.0,51548.0
-88.0,79315.0
208.0,50578.0
25.0,67045.0
379.0,75279.0
304.0,69813.0
-68.0,75096.0
-112.0,66650.0
176.0,47839.0
-6.0,66650.0
142.0,47873.0
-175.0,41761.0
214.0,74680.0
-292.0,57707.0
-477.0,83381.0
335.0,84054.0
387.0,62069.0
578.0,1091.0
185.0,36782.0
147.0,63669.0
-235.0,72343.0
465.0,81661.0
154.0,55136.0
-193.0,58719.0
-85.0,55389.0
-334.0,76752.0
-545.0,70403.0
187.0,70062.0
-46.0,72615.0
-128.0,80762.0
-498.0,43420.0
-97.0,68840.0
35.0,210.0
-291.0,68578.0
-169.0,72166.0
-267.0,68578.0
-444.0,81661.0
491.0,50063.0
-302.0,64755.0
-134.0,71284.0
-415.0,70499.0
-178.0,84036.0
-550.0,40130.0
-43.0,76893.0
169.0,69718.0
254.0,70884.0
-149.0,72390.0
50.0,76861.0
-420.0,83456.0
-300.0,71284.0
512.0,52302.0
96.0,58119.0
-511.0,84200.0
-139.0,84176.0
100.0,70982.0
242.0,81919.0
174.0,59244.0
-575.0,75896.0
-21.0,45188.0
67.0,68158.0
-166.0,77725.0
468.0,50819.0
489.0,49781.0
-81.0,83381.0
13.0,79642.0
478.0,52302.0
-67.0,72385.0
-194.0,563.0
-37.0,70344.0
152.0,72157.0
-207.0,46717.0
-139.0,78717.0
-13.0,70344.0
31.0,75132.0
-271.0,46795.0
472.0,49781.0
-397.0,69345.0
105.0,84849.0
-494.0,964.0
-257.0,72343.0
342.0,67156.0
245.0,69584.0
-407.0,47532.0
515.0,80653.0
490.0,52302.0
-5.0,68840.0
-80.0,74485.0
-516.0,83456.0
33.0,68005.0
-548.0,75896.0
-44.0,72385.0
-598.0,40130.0
-359.0,56808.0
151.0,45016.0
-310.0,47532.0
210.0,59855.0
220.0,70884.0
364.0,76560.0
319.0,59244.0
-113.0,60284.0
-152.0,46098.0
-537.0,52261.0
-502.0,52381.0
-394.0,52261.0
-73.0,73441.0
557.0,34289.0
-135.0,60284.0
-436.0,52261.0
-480.0,52381.0
-219.0,72616.0
-200.0,72616.0
-143.0,73511.0
507.0,54843.0
-496.0,46840.0
546.0,66793.0
-320.0,66793.0
73.0,63803.0
-543.0,46840.0
-22.0,62434.0
-600.0,46840.0
-140.0,74855.0
263.0,81045.0
-16.0,83963.0
209.0,71909.0
-132.0,79540.0
63.0,72032.0
-419.0,83766.0
-105.0,71718.0
471.0,62013.0
-518.0,46055.0
-44.0,68730.0
351.0,67548.0
-596.0,67548.0
-91.0,71718.0
-97.0,48309.0
36.0,27399.0
-67.0,45418.0
31.0,48045.0
-59.0,21238.0
-65.0,46117.0
-28.0,46238.0
-73.0,45414.0
-95.0,45414.0
-35.0,46117.0
-527.0,38477.0
-302.0,59576.0
-37.0,76705.0
-117.0,76705.0
216.0,32050.0
-80.0,80582.0
265.0,32050.0
-55.0,69206.0
25.0,69625.0
13.0,69625.0
-115.0,60397.0
157.0,67353.0
218.0,67353.0
-504.0,41219.0
239.0,41219.0
159.0,60392.0
180.0,55261.0
-532.0,57795.0
-547.0,57795.0
148.0,66485.0
-88.0,68431.0
-55.0,68398.0
-279.0,62513.0
11.0,55521.0
102.0,61834.0
132.0,65183.0
-402.0,51336.0
59.0,71173.0
60.0,72399.0
-556.0,58310.0
19.0,72399.0
-92.0,73230.0
126.0,3941.0
-101.0,43279.0
464.0,3941.0
120.0,57618.0
-192.0,25943.0
-56.0,40999.0
62.0,47128.0
-115.0,58055.0
27.0,70946.0
-267.0,71701.0
178.0,24355.0
44.0,43711.0
-106.0,73230.0
114.0,33398.0
41.0,58055.0
-255.0,70983.0
-93.0,36121.0
329.0,6586.0
-278.0,70075.0
14.0,67824.0
-132.0,58055.0
-89.0,79632.0
303.0,81668.0
20.0,44932.0
145.0,80720.0
-105.0,83662.0
-560.0,70983.0
31.0,57618.0
168.0,44784.0
34.0,48672.0
571.0,57499.0
590.0,57499.0
588.0,71662.0
235.0,77699.0
-34.0,58104.0
62.0,46507.0
560.0,54188.0
-448.0,44363.0
115.0,54633.0
-446.0,54200.0
13.0,38730.0
561.0,66101.0
550.0,71642.0
534.0,54188.0
89.0,54633.0
68.0,54633.0
-157.0,49002.0
261.0,72860.0
513.0,54188.0
-522.0,54200.0
-15.0,58104.0
117.0,72133.0
424.0,66579.0
115.0,71172.0
192.0,71824.0
-172.0,41831.0
-59.0,69405.0
440.0,41219.0
105.0,27643.0
-245.0,69159.0
68.0,31404.0
-199.0,26474.0
-114.0,65316.0
31.0,49475.0
-134.0,67301.0
447.0,77317.0
-453.0,26474.0
-82.0,37358.0
-224.0,71318.0
-78.0,66231.0
-176.0,26474.0
197.0,40808.0
-280.0,69159.0
-337.0,27643.0
196.0,25993.0
593.0,67830.0
-62.0,47317.0
-118.0,65320.0
-91.0,42694.0
18.0,26474.0
24.0,68116.0
67.0,52275.0
-53.0,70989.0
-115.0,1077.0
57.0,66231.0
-465.0,66502.0
-97.0,71178.0
50.0,50602.0
110.0,52224.0
-204.0,71178.0
-549.0,25993.0
-97.0,20445.0
478.0,71318.0
-71.0,43225.0
64.0,65001.0
-485.0,48729.0
106.0,67105.0
-334.0,77491.0
65.0,67105.0
-43.0,71231.0
172.0,141.0
-94.0,85395.0
-207.0,53839.0
-131.0,59169.0
133.0,74525.0
452.0,44041.0
338.0,50134.0
402.0,44041.0
422.0,44041.0
337.0,56604.0
-360.0,52353.0
-143.0,46506.0
-92.0,52353.0
-67.0,63975.0
-96.0,35833.0
-91.0,37823.0
-281.0,73099.0
272.0,54083.0
180.0,59931.0
-25.0,54694.0
-131.0,54694.0
-252.0,73099.0
-12.0,54694.0
-38.0,61904.0
256.0,67097.0
-339.0,64860.0
483.0,40890.0
110.0,72200.0
421.0,63240.0
-147.0,26250.0
138.0,63240.0
-309.0,34390.0
-177.0,71970.0
448.0,40890.0
-556.0,79910.0
184.0,47610.0
-226.0,67800.0
-141.0,68670.0
-434.0,78010.0
-580.0,78010.0
-328.0,64860.0
-246.0,67800.0
-224.0,72870.0
351.0,63240.0
-246.0,71970.0
227.0,73490.0
-354.0,78130.0
-285.0,72349.0
-20.0,72813.0
-425.0,72349.0
-385.0,66379.0
-78.0,39604.0
-544.0,73168.0
36.0,83731.0
488.0,43124.0
209.0,71573.0
21.0,31065.0
102.0,59240.0
-457.0,42334.0
-343.0,85112.0
57.0,59240.0
153.0,71573.0
16.0,82357.0
-325.0,37755.0
-158.0,34242.0
-132.0,34242.0
369.0,63583.0
514.0,63583.0
544.0,63583.0
-469.0,50597.0
566.0,75658.0
-173.0,44020.0
-20.0,43259.0
-162.0,38880.0
6.0,43259.0
-93.0,38880.0
20.0,74159.0
25.0,60450.0
528.0,73843.0
-537.0,50979.0
-477.0,50919.0
366.0,59179.0
115.0,66475.0
-78.0,71697.0
-26.0,71697.0
-63.0,67774.0
-441.0,58869.0
341.0,56429.0
-37.0,67774.0
-526.0,74573.0
-24.0,67774.0
48.0,69172.0
243.0,40336.0
-314.0,60903.0
-118.0,72343.0
-275.0,63270.0
-10.0,72343.0
390.0,70259.0
229.0,80751.0
160.0,80751.0
559.0,66092.0
-165.0,66978.0
435.0,67689.0
524.0,66813.0
-224.0,56191.0
426.0,64615.0
-28.0,46053.0
72.0,56191.0
101.0,49231.0
-485.0,46399.0
108.0,69790.0
356.0,53375.0
-485.0,73319.0
138.0,60737.0
-408.0,75427.0
-341.0,4691.0
33.0,6757.0
36.0,77064.0
344.0,1946.0
-582.0,73941.0
223.0,84965.0
-332.0,84803.0
-71.0,77064.0
327.0,8348.0
294.0,67433.0
-165.0,66546.0
-101.0,69186.0
-30.0,48416.0
-81.0,48416.0
331.0,81582.0
6.0,4691.0
-77.0,3924.0
203.0,60773.0
52.0,2958.0
-297.0,4691.0
190.0,3694.0
-173.0,84225.0
-120.0,43295.0
153.0,78084.0
-46.0,72599.0
-152.0,74357.0
139.0,74359.0
-487.0,77796.0
-154.0,42561.0
-50.0,77113.0
88.0,47575.0
131.0,77052.0
-160.0,43295.0
-433.0,77796.0
-58.0,50681.0
-24.0,60645.0
-167.0,50790.0
64.0,70615.0
318.0,48793.0
109.0,70615.0
538.0,54276.0
247.0,48793.0
389.0,57241.0
-319.0,73027.0
-223.0,70610.0
232.0,72718.0
-148.0,71915.0
362.0,67653.0
179.0,55396.0
110.0,70533.0
-561.0,51036.0
579.0,51036.0
-509.0,70533.0
150.0,70533.0
371.0,55396.0
129.0,55396.0
-446.0,72355.0
-469.0,70533.0
55.0,41742.0
-199.0,67527.0
69.0,41742.0
-306.0,63577.0
481.0,47869.0
-360.0,74193.0
-293.0,63577.0
-233.0,56543.0
-31.0,73145.0
82.0,56543.0
-600.0,73824.0
-75.0,67527.0
-186.0,56543.0
132.0,37217.0
111.0,37217.0
82.0,63967.0
202.0,43193.0
245.0,55454.0
451.0,74212.0
-113.0,21388.0
71.0,75416.0
218.0,58593.0
-418.0,74692.0
527.0,55454.0
576.0,738.0
228.0,32904.0
526.0,738.0
33.0,23049.0
194.0,41909.0
-285.0,43193.0
247.0,37217.0
188.0,60804.0
95.0,21388.0
376.0,76229.0
-127.0,65859.0
-324.0,73268.0
-333.0,49047.0
509.0,51694.0
71.0,76893.0
64.0,66077.0
129.0,66077.0
-379.0,63432.0
-244.0,65859.0
18.0,1240.0
-146.0,69259.0
-277.0,73268.0
69.0,51694.0
87.0,66077.0
596.0,52374.0
213.0,66077.0
135.0,66200.0
479.0,38385.0
437.0,77822.0
27.0,41877.0
-540.0,77822.0
48.0,66287.0
406.0,48065.0
304.0,77955.0
-319.0,77601.0
-22.0,40631.0
146.0,40463.0
-486.0,59548.0
-164.0,78681.0
-237.0,53665.0
297.0,56775.0
390.0,73345.0
-403.0,48959.0
-311.0,70008.0
-492.0,48959.0
-350.0,70008.0
215.0,64960.0
-192.0,74342.0
401.0,41223.0
192.0,32919.0
445.0,49013.0
-257.0,69659.0
472.0,49013.0
55.0,37929.0
151.0,55971.0
538.0,57723.0
49.0,37462.0
239.0,62856.0
-320.0,81249.0
308.0,73415.0
-217.0,56542.0
29.0,58295.0
-565.0,55971.0
83.0,76108.0
256.0,7147.0
96.0,75655.0
-166.0,53607.0
-112.0,74342.0
-557.0,81310.0
565.0,76685.0
-497.0,70551.0
-576.0,44420.0
162.0,77705.0
52.0,49406.0
79.0,49406.0
36.0,44771.0
270.0,58295.0
496.0,49013.0
-382.0,64225.0
103.0,49406.0
212.0,55971.0
24.0,64207.0
51.0,81310.0
368.0,45115.0
358.0,70928.0
-326.0,84981.0
25.0,67079.0
373.0,70928.0
-43.0,38366.0
-433.0,84981.0
-494.0,76685.0
305.0,62302.0
278.0,45615.0
-63.0,84509.0
-573.0,71671.0
383.0,85595.0
-72.0,80067.0
-120.0,36271.0
-544.0,64225.0
564.0,45615.0
131.0,70551.0
-151.0,84981.0
290.0,70928.0
-187.0,84981.0
135.0,77705.0
90.0,53102.0
-437.0,34202.0
547.0,70551.0
526.0,40110.0
125.0,53632.0
378.0,55751.0
-66.0,53607.0
-336.0,57723.0
88.0,32940.0
570.0,56303.0
-480.0,84981.0
380.0,54382.0
297.0,62459.0
339.0,70928.0
-100.0,48585.0
144.0,32919.0
-585.0,56093.0
316.0,70928.0
12.0,53632.0
-593.0,64225.0
-356.0,59993.0
-580.0,30490.0
-205.0,59123.0
-225.0,59123.0
-51.0,14616.0
433.0,189.0
-127.0,84795.0
263.0,189.0
72.0,84795.0
-41.0,83879.0
338.0,77001.0
-52.0,57838.0
478.0,53986.0
38.0,63174.0
578.0,58036.0
135.0,57928.0
237.0,39672.0
-449.0,60679.0
-20.0,36608.0
276.0,39672.0
-302.0,58049.0
-373.0,83689.0
259.0,25043.0
-91.0,66382.0
-214.0,66505.0
511.0,72468.0
-563.0,52204.0
-121.0,37147.0
131.0,80758.0
-153.0,37147.0
528.0,75895.0
-273.0,65722.0
-415.0,46351.0
595.0,42565.0
422.0,35843.0
453.0,56446.0
503.0,47361.0
-73.0,52564.0
149.0,54448.0
598.0,46283.0
-56.0,64243.0
527.0,52091.0
140.0,70975.0
-158.0,32519.0
540.0,48211.0
-315.0,57798.0
-215.0,61531.0
513.0,62762.0
224.0,52515.0
-416.0,42134.0
-95.0,76766.0
-112.0,80670.0
545.0,70121.0
454.0,73050.0
104.0,77178.0
-294.0,64868.0
-581.0,72691.0
552.0,77461.0
-349.0,47577.0
133.0,73076.0
175.0,81891.0
-425.0,76471.0
-68.0,78518.0
-435.0,74345.0
363.0,67930.0
444.0,37816.0
-535.0,43700.0
45.0,82123.0
-73.0,52515.0
139.0,73946.0
-398.0,73158.0
-196.0,79546.0
244.0,73880.0
487.0,62310.0
126.0,62000.0
-460.0,61552.0
129.0,71240.0
-409.0,68089.0
107.0,69058.0
52.0,71317.0
-450.0,73158.0
42.0,65927.0
30.0,73992.0
42.0,80007.0
-353.0,65958.0
283.0,42266.0
334.0,63363.0
-479.0,63877.0
-216.0,75291.0
-358.0,72841.0
-16.0,64504.0
-465.0,62762.0
-555.0,68372.0
383.0,67168.0
-289.0,75494.0
-218.0,79704.0
155.0,69295.0
59.0,80007.0
395.0,67930.0
-255.0,76508.0
-504.0,68372.0
-91.0,81891.0
102.0,72653.0
403.0,52776.0
190.0,72814.0
-7.0,80260.0
447.0,40367.0
-218.0,43700.0
-22.0,80670.0
467.0,67930.0
-218.0,67930.0
-378.0,71362.0
208.0,75752.0
149.0,75751.0
-163.0,67930.0
-50.0,70044.0
-516.0,48553.0
-243.0,43481.0
30.0,1020.0
-578.0,69594.0
-118.0,78993.0
381.0,69594.0
31.0,82263.0
-59.0,33193.0
-105.0,83816.0
72.0,84621.0
-438.0,57701.0
-210.0,80057.0
292.0,68857.0
313.0,83561.0
42.0,84037.0
-86.0,33984.0
-336.0,63692.0
-243.0,66710.0
-132.0,69638.0
53.0,33492.0
-471.0,85519.0
-432.0,51641.0
-480.0,57701.0
-124.0,83816.0
192.0,49919.0
-382.0,82785.0
-113.0,71443.0
-374.0,41657.0
23.0,24472.0
520.0,83561.0
388.0,56260.0
493.0,73928.0
-397.0,82785.0
578.0,84463.0
68.0,47783.0
151.0,81519.0
-336.0,76929.0
81.0,84289.0
62.0,84289.0
322.0,46654.0
436.0,84383.0
-557.0,39812.0
-159.0,14199.0
-114.0,49355.0
-127.0,75708.0
-399.0,74713.0
-207.0,33984.0
134.0,78796.0
-383.0,50163.0
425.0,34868.0
51.0,83329.0
283.0,78796.0
-443.0,69334.0
-34.0,71787.0
-342.0,64170.0
-172.0,48710.0
-584.0,1152.0
-13.0,85519.0
-114.0,69638.0
-574.0,82789.0
-375.0,70498.0
-418.0,51641.0
-21.0,72533.0
-420.0,41166.0
-132.0,83381.0
541.0,33492.0
-93.0,45355.0
337.0,80962.0
193.0,84679.0
561.0,47488.0
-440.0,69334.0
521.0,50094.0
14.0,70580.0
528.0,74914.0
277.0,56260.0
-236.0,49876.0
318.0,78995.0
376.0,82543.0
-474.0,85568.0
-284.0,52650.0
343.0,46894.0
-353.0,23569.0
294.0,49267.0
392.0,54850.0
-438.0,70853.0
-179.0,54850.0
441.0,54572.0
31.0,66154.0
409.0,65962.0
-69.0,51068.0
-247.0,56575.0
-154.0,74766.0
477.0,54452.0
-130.0,74766.0
87.0,73736.0
-467.0,77920.0
481.0,66442.0
20.0,64372.0
475.0,56575.0
-232.0,49435.0
239.0,56191.0
508.0,46971.0
-543.0,55783.0
-15.0,70617.0
-161.0,57080.0
-204.0,57080.0
-198.0,60773.0
107.0,46971.0
-174.0,60773.0
106.0,49458.0
-232.0,43289.0
222.0,46971.0
486.0,39436.0
57.0,56355.0
553.0,39436.0
463.0,39436.0
48.0,68489.0
174.0,84897.0
-460.0,78702.0
52.0,72812.0
77.0,55063.0
286.0,6039.0
527.0,60703.0
58.0,47492.0
-308.0,28611.0
202.0,22306.0
-519.0,73250.0
49.0,46097.0
-480.0,22306.0
-572.0,78060.0
166.0,79162.0
166.0,72911.0
551.0,42314.0
139.0,72024.0
76.0,54522.0
-384.0,78060.0
-134.0,75196.0
-154.0,80756.0
198.0,80756.0
-183.0,80756.0
74.0,80085.0
-113.0,75098.0
-95.0,61571.0
138.0,56170.0
58.0,77416.0
309.0,67672.0
-202.0,77387.0
-65.0,83835.0
-339.0,70531.0
389.0,65824.0
94.0,72854.0
410.0,77481.0
-156.0,66301.0
245.0,75537.0
-202.0,75537.0
-278.0,72656.0
-590.0,62103.0
148.0,64961.0
-491.0,72869.0
-351.0,77481.0
94.0,64961.0
206.0,50671.0
-215.0,64867.0
-180.0,64867.0
-76.0,64483.0
29.0,32905.0
-372.0,75503.0
-17.0,66162.0
110.0,50545.0
-19.0,50919.0
-344.0,72914.0
38.0,50211.0
116.0,47767.0
52.0,50334.0
-192.0,49016.0
247.0,76504.0
-316.0,74267.0
27.0,52998.0
103.0,52250.0
-41.0,81818.0
-416.0,82216.0
-318.0,82270.0
192.0,50545.0
45.0,51874.0
-258.0,53140.0
31.0,52387.0
-40.0,80322.0
57.0,50211.0
-167.0,82216.0
336.0,81948.0
60.0,52250.0
110.0,49924.0
291.0,81948.0
-364.0,82216.0
580.0,52647.0
-133.0,64424.0
106.0,47422.0
36.0,57937.0
-492.0,40642.0
-114.0,73958.0
139.0,57937.0
-34.0,72328.0
-19.0,72328.0
594.0,66840.0
444.0,75690.0
57.0,46492.0
-94.0,53435.0
-433.0,51728.0
-302.0,65845.0
-444.0,51728.0
-239.0,67407.0
-225.0,67407.0
-289.0,65845.0
-13.0,47538.0
-107.0,53435.0
-383.0,68765.0
131.0,56030.0
-369.0,68765.0
74.0,48726.0
191.0,72062.0
-444.0,51026.0
45.0,73418.0
-373.0,52342.0
124.0,57768.0
-358.0,62821.0
-306.0,75944.0
479.0,77806.0
-84.0,77721.0
-112.0,75944.0
-383.0,62821.0
-415.0,52342.0
117.0,50045.0
-129.0,77721.0
-123.0,37902.0
-74.0,45289.0
142.0,49753.0
-438.0,54519.0
60.0,67061.0
37.0,70393.0
-419.0,55906.0
16.0,78707.0
121.0,50069.0
-50.0,74589.0
-362.0,42333.0
-301.0,42333.0
-405.0,59906.0
268.0,41240.0
-358.0,26288.0
-398.0,26288.0
-566.0,26288.0
331.0,49518.0
426.0,41240.0
259.0,47061.0
-143.0,36332.0
-115.0,36332.0
192.0,33957.0
9.0,85556.0
41.0,8864.0
196.0,1784.0
-386.0,4100.0
-333.0,54730.0
582.0,37485.0
-39.0,58483.0
-333.0,47477.0
-379.0,47477.0
-69.0,58711.0
-267.0,58711.0
-22.0,58483.0
-28.0,47477.0
-250.0,58711.0
159.0,58483.0
234.0,70612.0
-341.0,77106.0
-93.0,72218.0
155.0,73007.0
-136.0,45457.0
487.0,74691.0
-23.0,66324.0
411.0,32979.0
294.0,81506.0
-105.0,77578.0
251.0,45790.0
-261.0,74249.0
-135.0,32576.0
130.0,64661.0
-100.0,66696.0
451.0,58975.0
507.0,70302.0
282.0,67806.0
175.0,77705.0
-141.0,66696.0
177.0,64661.0
592.0,62194.0
-524.0,56099.0
563.0,64509.0
508.0,64464.0
-147.0,68414.0
-121.0,68199.0
-574.0,59334.0
463.0,64509.0
477.0,56580.0
-122.0,46822.0
-160.0,53302.0
-191.0,37959.0
134.0,39881.0
539.0,43766.0
-113.0,37280.0
65.0,39256.0
-495.0,55774.0
123.0,38261.0
-463.0,52007.0
-548.0,48354.0
-325.0,45337.0
148.0,39518.0
499.0,44477.0
213.0,61600.0
-17.0,39235.0
-493.0,49336.0
-506.0,47009.0
-34.0,55362.0
-465.0,54133.0
84.0,38310.0
187.0,63865.0
170.0,63360.0
-496.0,36678.0
88.0,55892.0
-517.0,49865.0
-65.0,82523.0
-108.0,82566.0
50.0,51934.0
3.0,606.0
-35.0,49413.0
-269.0,49020.0
-353.0,49020.0
-261.0,39215.0
166.0,47643.0
-230.0,39215.0
209.0,52032.0
35.0,75976.0
235.0,77167.0
-423.0,52879.0
93.0,72642.0
157.0,54582.0
-190.0,52499.0
-288.0,55507.0
-204.0,52155.0
-201.0,52186.0
134.0,52879.0
47.0,77167.0
270.0,65330.0
163.0,52047.0
83.0,65330.0
-158.0,52794.0
158.0,72963.0
-135.0,61958.0
-98.0,61958.0
-203.0,73324.0
145.0,35878.0
522.0,68716.0
96.0,69870.0
-49.0,60623.0
264.0,46626.0
217.0,69137.0
-378.0,41754.0
517.0,75590.0
529.0,75590.0
-130.0,46973.0
286.0,55934.0
316.0,45984.0
300.0,61871.0
301.0,63175.0
298.0,45984.0
-350.0,44032.0
183.0,56915.0
99.0,46870.0
-276.0,55739.0
455.0,72489.0
281.0,63499.0
77.0,46870.0
416.0,72489.0
-486.0,63499.0
-20.0,41375.0
-300.0,50886.0
-42.0,50464.0
-42.0,41375.0
-31.0,41375.0
-146.0,76345.0
-248.0,78634.0
-225.0,78634.0
81.0,78548.0
583.0,49138.0
-106.0,68253.0
360.0,61244.0
339.0,61244.0
-311.0,73024.0
-592.0,29773.0
-90.0,64251.0
99.0,74195.0
57.0,54698.0
-72.0,52646.0
-121.0,58395.0
114.0,29986.0
-106.0,55583.0
493.0,60789.0
561.0,79512.0
-575.0,69872.0
-132.0,78075.0
203.0,76359.0
-18.0,68116.0
488.0,59456.0
-350.0,53486.0
-407.0,49801.0
-175.0,78118.0
210.0,53636.0
308.0,75941.0
436.0,73483.0
-105.0,41913.0
235.0,74408.0
205.0,71105.0
150.0,41913.0
-396.0,47237.0
401.0,58457.0
-160.0,43555.0
22.0,35130.0
-137.0,43555.0
-269.0,79120.0
231.0,67794.0
-306.0,79120.0
56.0,58214.0
177.0,52432.0
475.0,80432.0
-142.0,58027.0
-280.0,80432.0
288.0,67794.0
34.0,66583.0
-63.0,68763.0
-584.0,41846.0
518.0,63943.0
-427.0,31142.0
207.0,38866.0
-252.0,34579.0
183.0,68968.0
317.0,77844.0
534.0,47496.0
-137.0,69011.0
-208.0,36163.0
-483.0,78948.0
181.0,55055.0
-504.0,78948.0
-106.0,38847.0
112.0,62672.0
282.0,72966.0
246.0,72966.0
285.0,50717.0
-450.0,70456.0
412.0,78774.0
-583.0,60647.0
589.0,66571.0
526.0,55639.0
-283.0,68165.0
207.0,72676.0
566.0,22563.0
342.0,77048.0
442.0,42829.0
410.0,69940.0
-441.0,56105.0
-62.0,64913.0
544.0,66215.0
400.0,68165.0
26.0,41051.0
-135.0,71197.0
-159.0,71197.0
436.0,69940.0
-109.0,42866.0
-115.0,61774.0
-204.0,64913.0
444.0,68165.0
192.0,27372.0
502.0,60081.0
-99.0,59418.0
96.0,57122.0
-343.0,41384.0
110.0,57002.0
-137.0,49922.0
68.0,62412.0
-39.0,27766.0
43.0,30959.0
-254.0,66843.0
217.0,57001.0
-275.0,61934.0
-256.0,34829.0
-257.0,47995.0
413.0,80298.0
81.0,51442.0
277.0,51055.0
-91.0,64913.0
-174.0,69892.0
-61.0,37358.0
590.0,40546.0
-373.0,62032.0
36.0,70425.0
380.0,68165.0
536.0,44308.0
-66.0,46627.0
-237.0,46627.0
-227.0,71464.0
-42.0,82280.0
-464.0,32228.0
-272.0,48722.0
399.0,34829.0
201.0,62418.0
-44.0,65755.0
564.0,42829.0
155.0,57063.0
-215.0,63867.0
366.0,36453.0
-578.0,82280.0
-548.0,66843.0
-308.0,69892.0
-183.0,34829.0
-184.0,53056.0
499.0,61450.0
-312.0,68165.0
134.0,51442.0
-231.0,74567.0
165.0,42878.0
-121.0,32343.0
587.0,62032.0
416.0,72174.0
-154.0,57650.0
-272.0,52941.0
202.0,76697.0
290.0,76129.0
-69.0,2596.0
-189.0,40505.0
387.0,48063.0
-158.0,82864.0
31.0,61782.0
155.0,74899.0
547.0,74899.0
583.0,80738.0
228.0,78704.0
445.0,53979.0
-200.0,52152.0
-144.0,61782.0
240.0,71705.0
-28.0,78960.0
567.0,80738.0
178.0,85265.0
77.0,70036.0
-84.0,72522.0
-76.0,56088.0
-89.0,46983.0
-19.0,44808.0
-49.0,70047.0
-110.0,72522.0
-527.0,77676.0
427.0,71596.0
-376.0,79307.0
-32.0,80512.0
-207.0,65170.0
-10.0,54283.0
3.0,71019.0
594.0,49040.0
-13.0,74265.0
-69.0,74265.0
228.0,68117.0
-209.0,75182.0
137.0,82999.0
-150.0,65170.0
581.0,74851.0
-262.0,39273.0
-249.0,38760.0
166.0,74403.0
156.0,38877.0
-484.0,34453.0
305.0,68804.0
212.0,40938.0
-166.0,34453.0
-213.0,34453.0
41.0,56171.0
-476.0,63396.0
305.0,54269.0
-74.0,49559.0
213.0,78733.0
105.0,79805.0
149.0,78189.0
379.0,70241.0
-389.0,70032.0
-207.0,79272.0
-61.0,55742.0
-432.0,53217.0
159.0,52156.0
170.0,60507.0
197.0,54745.0
99.0,56057.0
146.0,52534.0
-208.0,40058.0
-102.0,55329.0
508.0,51453.0
31.0,55053.0
-486.0,42721.0
263.0,51453.0
-30.0,55870.0
99.0,40058.0
325.0,40058.0
31.0,40058.0
167.0,40058.0
-63.0,57894.0
590.0,54056.0
-149.0,56220.0
-512.0,53217.0
-31.0,56503.0
-241.0,55742.0
-219.0,59732.0
37.0,56369.0
-75.0,56220.0
-51.0,67585.0
-527.0,72777.0
101.0,41118.0
102.0,42107.0
-92.0,44339.0
70.0,42107.0
332.0,50442.0
-143.0,47205.0
-63.0,49108.0
